Row,Variable_Name,Mean,Median,Std_Dev,Skewness,Kurtosis,Min,Max,Count
۱,_Daily_Log_Return_DJI,0.00030689762,0.0005605325568467379,0.010299978777766228,-0.27809906,1.8620374,-0.036407455801963806,0.032683949917554855,7556
