Row,Model_Name,RMSE,MAE,R2_Score,MAPE,Directional_Accuracy
۱,Baseline_Linear_Regression,0.0020690086966193896,0.0012348605863715487,0.9237477239043734,1795401.0058013496,62.62135922330098
